
postalCode,type,subType,price,SaleType,nbrBedrooms,livingArea,Kitchen,Furnished,OpenFire,Terrace,Garden,plotSurface,nbrFacades,SwimPool,State,yearConstruct,FloodZone
2800,HOUSE,HOUSE,265000,New Classified,2,105.0,SEMI_EQUIPPED,False,False,20,65,115.0,2.0,False,TO_RENOVATE,,NON_FLOOD_ZONE
2800,HOUSE,HOUSE,319000,New Classified,3,132.0,SEMI_EQUIPPED,False,False,20,105,239.0,2.0,False,TO_RENOVATE,1954.0,NON_FLOOD_ZONE
6950,HOUSE,HOUSE,249000,New Classified,3,120.0,INSTALLED,False,False,15,100,320.0,2.0,False,JUST_RENOVATED,1950.0,NON_FLOOD_ZONE
1300,HOUSE,APARTMENT_BLOCK,645000,New Classified,4,173.0,INSTALLED,False,False,30,200,299.0,3.0,False,GOOD,1986.0,NON_FLOOD_ZONE
9600,HOUSE,HOUSE,195000,New Classified,2,154.0,INSTALLED,False,False,18,116,206.0,2.0,False,JUST_RENOVATED,1950.0,NON_FLOOD_ZONE
4032,HOUSE,HOUSE,190000,New Classified,2,90.0,SEMI_EQUIPPED,False,False,0,110,170.0,2.0,False,TO_BE_DONE_UP,1918.0,POSSIBLE_FLOOD_ZONE
4400,HOUSE,HOUSE,279000,New Classified,3,130.0,INSTALLED,False,False,40,440,759.0,3.0,False,JUST_RENOVATED,1954.0,
4460,HOUSE,HOUSE,378000,New Classified,3,240.0,SEMI_EQUIPPED,False,False,0,1184,1660.0,4.0,False,TO_BE_DONE_UP,1973.0,
2140,HOUSE,HOUSE,439000,New Classified,3,167.0,HYPER_EQUIPPED,False,False,5,19,80.0,2.0,False,JUST_RENOVATED,2022.0,POSSIBLE_FLOOD_ZONE
5377,HOUSE,HOUSE,229000,New Classified,4,247.0,NOT_INSTALLED,False,False,30,740,740.0,4.0,False,TO_BE_DONE_UP,1900.0,NON_FLOOD_ZONE
4860,HOUSE,TOWN_HOUSE,249000,New Classified,3,156.0,INSTALLED,False,False,0,20,219.0,2.0,False,AS_NEW,1975.0,NON_FLOOD_ZONE
5377,HOUSE,HOUSE,285000,New Classified,4,212.0,INSTALLED,False,True,20,731,731.0,4.0,False,GOOD,1960.0,NON_FLOOD_ZONE
4053,HOUSE,HOUSE,950000,New Classified,5,390.0,INSTALLED,False,False,0,1059,1059.0,4.0,True,AS_NEW,1975.0,NON_FLOOD_ZONE
2620,HOUSE,HOUSE,239000,New Classified,2,98.0,INSTALLED,False,False,0,24,97.0,2.0,False,AS_NEW,1930.0,NON_FLOOD_ZONE
2610,HOUSE,HOUSE,319000,New Classified,2,117.0,,False,False,0,90,153.0,2.0,False,TO_BE_DONE_UP,1931.0,NON_FLOOD_ZONE
1861,HOUSE,HOUSE,1100000,New Classified,4,350.0,NOT_INSTALLED,False,False,0,2100,2500.0,4.0,False,GOOD,1977.0,NON_FLOOD_ZONE
6920,HOUSE,COUNTRY_COTTAGE,230000,New Classified,2,100.0,,False,False,0,1900,2510.0,4.0,False,TO_RENOVATE,1850.0,NON_FLOOD_ZONE
2870,HOUSE,HOUSE,294000,New Classified,3,148.0,SEMI_EQUIPPED,False,False,11,51,145.0,2.0,False,GOOD,1954.0,NON_FLOOD_ZONE
3800,APARTMENT,APARTMENT,165000,New Price,2,70.0,,False,False,0,0,,,False,,1972.0,POSSIBLE_FLOOD_ZONE
3350,HOUSE,HOUSE,138000,New Classified,2,101.0,,False,False,0,0,540.0,,False,,,POSSIBLE_FLOOD_ZONE
3440,HOUSE,EXCEPTIONAL_PROPERTY,585000,New Classified,4,225.0,INSTALLED,False,False,0,0,851.0,,False,AS_NEW,1933.0,POSSIBLE_FLOOD_ZONE
3500,HOUSE,HOUSE,350000,New Classified,4,190.0,,False,False,0,0,815.0,,False,,1983.0,NON_FLOOD_ZONE
3800,HOUSE,HOUSE,345000,New Classified,3,218.0,,False,False,0,0,883.0,,False,,1934.0,POSSIBLE_FLOOD_ZONE
3400,HOUSE,APARTMENT_BLOCK,750000,New Classified,0,,,False,False,0,0,0.0,,False,,2006.0,POSSIBLE_FLOOD_ZONE
3800,HOUSE,HOUSE,449000,New Classified,5,220.0,INSTALLED,False,False,0,0,0.0,,False,GOOD,1992.0,NON_FLOOD_ZONE
3440,HOUSE,HOUSE,130000,New Classified,0,,,False,False,0,0,50.0,,False,TO_RENOVATE,1918.0,POSSIBLE_FLOOD_ZONE
3300,HOUSE,APARTMENT_BLOCK,270000,New Classified,0,,,False,False,0,0,0.0,,False,TO_RENOVATE,1934.0,NON_FLOOD_ZONE
3800,HOUSE,HOUSE,160000,New Classified,0,,,False,False,0,0,0.0,,False,TO_RENOVATE,1899.0,NON_FLOOD_ZONE
3890,HOUSE,HOUSE,265000,New Classified,0,,,False,False,0,0,990.0,,False,,1934.0,NON_FLOOD_ZONE
3800,HOUSE,HOUSE,265000,New Classified,3,129.0,,False,False,0,0,150.0,,False,,1957.0,NON_FLOOD_ZONE
2100,APARTMENT,APARTMENT,179000,New Classified,2,71.0,SEMI_EQUIPPED,False,False,0,0,,2.0,False,GOOD,1938.0,POSSIBLE_FLOOD_ZONE
7334,HOUSE,HOUSE,357000,New Classified,3,160.0,,False,False,0,0,226.0,,False,GOOD,2022.0,
2650,APARTMENT,APARTMENT,386346,Newly Built,1,80.0,,False,False,9,1000,,,False,,2024.0,NON_FLOOD_ZONE
7334,HOUSE,HOUSE,351000,New Classified,3,157.0,,False,False,0,0,227.0,,False,GOOD,2022.0,
8430,APARTMENT,APARTMENT,310000,New Classified,1,53.0,SEMI_EQUIPPED,True,False,0,0,,2.0,False,GOOD,1985.0,
7334,HOUSE,HOUSE,351000,New Classified,3,157.0,,False,False,0,0,227.0,,False,GOOD,2022.0,
7334,HOUSE,HOUSE,348000,New Classified,3,156.0,,False,False,0,0,223.0,,False,GOOD,2022.0,
7020,HOUSE,MIXED_USE_BUILDING,270000,,3,300.0,,False,False,0,0,0.0,,False,,,
7070,HOUSE,VILLA,550000,New Classified,3,315.0,HYPER_EQUIPPED,False,True,16,3500,2300.0,4.0,False,AS_NEW,1997.0,
8620,APARTMENT,APARTMENT,295000,New Classified,1,40.0,,False,False,0,0,,2.0,False,,,NON_FLOOD_ZONE
9160,HOUSE,HOUSE,210000,New Classified,4,,,False,False,0,0,538.0,,False,TO_RENOVATE,1953.0,NON_FLOOD_ZONE
9160,HOUSE,HOUSE,299000,New Classified,3,,,False,False,0,0,154.0,,False,GOOD,1966.0,NON_FLOOD_ZONE
9200,HOUSE,HOUSE,199000,New Classified,3,,,False,False,0,0,135.0,,False,TO_RENOVATE,1968.0,NON_FLOOD_ZONE
4000,HOUSE,HOUSE,225000,New Classified,4,130.0,SEMI_EQUIPPED,False,False,16,0,0.0,2.0,False,GOOD,1918.0,NON_FLOOD_ZONE
6140,HOUSE,HOUSE,119000,New Classified,3,128.0,,False,False,1,1,341.0,3.0,False,,,
6950,APARTMENT,FLAT_STUDIO,107000,New Classified,1,41.0,,False,True,6,0,,,False,GOOD,,NON_FLOOD_ZONE
1050,APARTMENT,APARTMENT,349000,,2,85.0,INSTALLED,False,False,0,0,,3.0,False,AS_NEW,1958.0,
1190,APARTMENT,APARTMENT,220000,New Classified,2,86.0,INSTALLED,False,False,4,0,,2.0,False,,1960.0,
2800,HOUSE,HOUSE,265000,New Classified,2,105.0,SEMI_EQUIPPED,False,False,20,65,115.0,2.0,False,TO_RENOVATE,,NON_FLOOD_ZONE
2800,HOUSE,HOUSE,319000,New Classified,3,132.0,SEMI_EQUIPPED,False,False,20,105,239.0,2.0,False,TO_RENOVATE,1954.0,NON_FLOOD_ZONE
6950,HOUSE,HOUSE,249000,New Classified,3,120.0,INSTALLED,False,False,15,100,320.0,2.0,False,JUST_RENOVATED,1950.0,NON_FLOOD_ZONE
1300,HOUSE,APARTMENT_BLOCK,645000,New Classified,4,173.0,INSTALLED,False,False,30,200,299.0,3.0,False,GOOD,1986.0,NON_FLOOD_ZONE
9600,HOUSE,HOUSE,195000,New Classified,2,154.0,INSTALLED,False,False,18,116,206.0,2.0,False,JUST_RENOVATED,1950.0,NON_FLOOD_ZONE
4032,HOUSE,HOUSE,190000,New Classified,2,90.0,SEMI_EQUIPPED,False,False,0,110,170.0,2.0,False,TO_BE_DONE_UP,1918.0,POSSIBLE_FLOOD_ZONE
4400,HOUSE,HOUSE,279000,New Classified,3,130.0,INSTALLED,False,False,40,440,759.0,3.0,False,JUST_RENOVATED,1954.0,
4460,HOUSE,HOUSE,378000,New Classified,3,240.0,SEMI_EQUIPPED,False,False,0,1184,1660.0,4.0,False,TO_BE_DONE_UP,1973.0,
2140,HOUSE,HOUSE,439000,New Classified,3,167.0,HYPER_EQUIPPED,False,False,5,19,80.0,2.0,False,JUST_RENOVATED,2022.0,POSSIBLE_FLOOD_ZONE
5377,HOUSE,HOUSE,229000,New Classified,4,247.0,NOT_INSTALLED,False,False,30,740,740.0,4.0,False,TO_BE_DONE_UP,1900.0,NON_FLOOD_ZONE
4860,HOUSE,TOWN_HOUSE,249000,New Classified,3,156.0,INSTALLED,False,False,0,20,219.0,2.0,False,AS_NEW,1975.0,NON_FLOOD_ZONE
5377,HOUSE,HOUSE,285000,New Classified,4,212.0,INSTALLED,False,True,20,731,731.0,4.0,False,GOOD,1960.0,NON_FLOOD_ZONE
4053,HOUSE,HOUSE,950000,New Classified,5,390.0,INSTALLED,False,False,0,1059,1059.0,4.0,True,AS_NEW,1975.0,NON_FLOOD_ZONE
2620,HOUSE,HOUSE,239000,New Classified,2,98.0,INSTALLED,False,False,0,24,97.0,2.0,False,AS_NEW,1930.0,NON_FLOOD_ZONE
2610,HOUSE,HOUSE,319000,New Classified,2,117.0,,False,False,0,90,153.0,2.0,False,TO_BE_DONE_UP,1931.0,NON_FLOOD_ZONE
1861,HOUSE,HOUSE,1100000,New Classified,4,350.0,NOT_INSTALLED,False,False,0,2100,2500.0,4.0,False,GOOD,1977.0,NON_FLOOD_ZONE
6920,HOUSE,COUNTRY_COTTAGE,230000,New Classified,2,100.0,,False,False,0,1900,2510.0,4.0,False,TO_RENOVATE,1850.0,NON_FLOOD_ZONE
2870,HOUSE,HOUSE,294000,New Classified,3,148.0,SEMI_EQUIPPED,False,False,11,51,145.0,2.0,False,GOOD,1954.0,NON_FLOOD_ZONE
3800,APARTMENT,APARTMENT,165000,New Price,2,70.0,,False,False,0,0,,,False,,1972.0,POSSIBLE_FLOOD_ZONE
3350,HOUSE,HOUSE,138000,New Classified,2,101.0,,False,False,0,0,540.0,,False,,,POSSIBLE_FLOOD_ZONE
3440,HOUSE,EXCEPTIONAL_PROPERTY,585000,New Classified,4,225.0,INSTALLED,False,False,0,0,851.0,,False,AS_NEW,1933.0,POSSIBLE_FLOOD_ZONE
3500,HOUSE,HOUSE,350000,New Classified,4,190.0,,False,False,0,0,815.0,,False,,1983.0,NON_FLOOD_ZONE
3800,HOUSE,HOUSE,345000,New Classified,3,218.0,,False,False,0,0,883.0,,False,,1934.0,POSSIBLE_FLOOD_ZONE
3400,HOUSE,APARTMENT_BLOCK,750000,New Classified,0,,,False,False,0,0,0.0,,False,,2006.0,POSSIBLE_FLOOD_ZONE
3800,HOUSE,HOUSE,449000,New Classified,5,220.0,INSTALLED,False,False,0,0,0.0,,False,GOOD,1992.0,NON_FLOOD_ZONE
3440,HOUSE,HOUSE,130000,New Classified,0,,,False,False,0,0,50.0,,False,TO_RENOVATE,1918.0,POSSIBLE_FLOOD_ZONE
3300,HOUSE,APARTMENT_BLOCK,270000,New Classified,0,,,False,False,0,0,0.0,,False,TO_RENOVATE,1934.0,NON_FLOOD_ZONE
3800,HOUSE,HOUSE,160000,New Classified,0,,,False,False,0,0,0.0,,False,TO_RENOVATE,1899.0,NON_FLOOD_ZONE
3890,HOUSE,HOUSE,265000,New Classified,0,,,False,False,0,0,990.0,,False,,1934.0,NON_FLOOD_ZONE
3800,HOUSE,HOUSE,265000,New Classified,3,129.0,,False,False,0,0,150.0,,False,,1957.0,NON_FLOOD_ZONE
2100,APARTMENT,APARTMENT,179000,New Classified,2,71.0,SEMI_EQUIPPED,False,False,0,0,,2.0,False,GOOD,1938.0,POSSIBLE_FLOOD_ZONE
7334,HOUSE,HOUSE,357000,New Classified,3,160.0,,False,False,0,0,226.0,,False,GOOD,2022.0,
2650,APARTMENT,APARTMENT,386346,Newly Built,1,80.0,,False,False,9,1000,,,False,,2024.0,NON_FLOOD_ZONE
7334,HOUSE,HOUSE,351000,New Classified,3,157.0,,False,False,0,0,227.0,,False,GOOD,2022.0,
8430,APARTMENT,APARTMENT,310000,New Classified,1,53.0,SEMI_EQUIPPED,True,False,0,0,,2.0,False,GOOD,1985.0,
7334,HOUSE,HOUSE,351000,New Classified,3,157.0,,False,False,0,0,227.0,,False,GOOD,2022.0,
7334,HOUSE,HOUSE,348000,New Classified,3,156.0,,False,False,0,0,223.0,,False,GOOD,2022.0,
7020,HOUSE,MIXED_USE_BUILDING,270000,,3,300.0,,False,False,0,0,0.0,,False,,,
7070,HOUSE,VILLA,550000,New Classified,3,315.0,HYPER_EQUIPPED,False,True,16,3500,2300.0,4.0,False,AS_NEW,1997.0,
8620,APARTMENT,APARTMENT,295000,New Classified,1,40.0,,False,False,0,0,,2.0,False,,,NON_FLOOD_ZONE
9160,HOUSE,HOUSE,210000,New Classified,4,,,False,False,0,0,538.0,,False,TO_RENOVATE,1953.0,NON_FLOOD_ZONE
9160,HOUSE,HOUSE,299000,New Classified,3,,,False,False,0,0,154.0,,False,GOOD,1966.0,NON_FLOOD_ZONE
9200,HOUSE,HOUSE,199000,New Classified,3,,,False,False,0,0,135.0,,False,TO_RENOVATE,1968.0,NON_FLOOD_ZONE
4000,HOUSE,HOUSE,225000,New Classified,4,130.0,SEMI_EQUIPPED,False,False,16,0,0.0,2.0,False,GOOD,1918.0,NON_FLOOD_ZONE
6140,HOUSE,HOUSE,119000,New Classified,3,128.0,,False,False,1,1,341.0,3.0,False,,,
6950,APARTMENT,FLAT_STUDIO,107000,New Classified,1,41.0,,False,True,6,0,,,False,GOOD,,NON_FLOOD_ZONE
1050,APARTMENT,APARTMENT,349000,,2,85.0,INSTALLED,False,False,0,0,,3.0,False,AS_NEW,1958.0,
1190,APARTMENT,APARTMENT,220000,New Classified,2,86.0,INSTALLED,False,False,4,0,,2.0,False,,1960.0,
2800,HOUSE,HOUSE,265000,New Classified,2,105.0,SEMI_EQUIPPED,False,False,20,65,115.0,2.0,False,TO_RENOVATE,,NON_FLOOD_ZONE
2800,HOUSE,HOUSE,319000,New Classified,3,132.0,SEMI_EQUIPPED,False,False,20,105,239.0,2.0,False,TO_RENOVATE,1954.0,NON_FLOOD_ZONE
6950,HOUSE,HOUSE,249000,New Classified,3,120.0,INSTALLED,False,False,15,100,320.0,2.0,False,JUST_RENOVATED,1950.0,NON_FLOOD_ZONE
1300,HOUSE,APARTMENT_BLOCK,645000,New Classified,4,173.0,INSTALLED,False,False,30,200,299.0,3.0,False,GOOD,1986.0,NON_FLOOD_ZONE
9600,HOUSE,HOUSE,195000,New Classified,2,154.0,INSTALLED,False,False,18,116,206.0,2.0,False,JUST_RENOVATED,1950.0,NON_FLOOD_ZONE
4032,HOUSE,HOUSE,190000,New Classified,2,90.0,SEMI_EQUIPPED,False,False,0,110,170.0,2.0,False,TO_BE_DONE_UP,1918.0,POSSIBLE_FLOOD_ZONE
4400,HOUSE,HOUSE,279000,New Classified,3,130.0,INSTALLED,False,False,40,440,759.0,3.0,False,JUST_RENOVATED,1954.0,
4460,HOUSE,HOUSE,378000,New Classified,3,240.0,SEMI_EQUIPPED,False,False,0,1184,1660.0,4.0,False,TO_BE_DONE_UP,1973.0,
2140,HOUSE,HOUSE,439000,New Classified,3,167.0,HYPER_EQUIPPED,False,False,5,19,80.0,2.0,False,JUST_RENOVATED,2022.0,POSSIBLE_FLOOD_ZONE
5377,HOUSE,HOUSE,229000,New Classified,4,247.0,NOT_INSTALLED,False,False,30,740,740.0,4.0,False,TO_BE_DONE_UP,1900.0,NON_FLOOD_ZONE
4860,HOUSE,TOWN_HOUSE,249000,New Classified,3,156.0,INSTALLED,False,False,0,20,219.0,2.0,False,AS_NEW,1975.0,NON_FLOOD_ZONE
5377,HOUSE,HOUSE,285000,New Classified,4,212.0,INSTALLED,False,True,20,731,731.0,4.0,False,GOOD,1960.0,NON_FLOOD_ZONE
4053,HOUSE,HOUSE,950000,New Classified,5,390.0,INSTALLED,False,False,0,1059,1059.0,4.0,True,AS_NEW,1975.0,NON_FLOOD_ZONE
2620,HOUSE,HOUSE,239000,New Classified,2,98.0,INSTALLED,False,False,0,24,97.0,2.0,False,AS_NEW,1930.0,NON_FLOOD_ZONE
2610,HOUSE,HOUSE,319000,New Classified,2,117.0,,False,False,0,90,153.0,2.0,False,TO_BE_DONE_UP,1931.0,NON_FLOOD_ZONE
1861,HOUSE,HOUSE,1100000,New Classified,4,350.0,NOT_INSTALLED,False,False,0,2100,2500.0,4.0,False,GOOD,1977.0,NON_FLOOD_ZONE
6920,HOUSE,COUNTRY_COTTAGE,230000,New Classified,2,100.0,,False,False,0,1900,2510.0,4.0,False,TO_RENOVATE,1850.0,NON_FLOOD_ZONE
2870,HOUSE,HOUSE,294000,New Classified,3,148.0,SEMI_EQUIPPED,False,False,11,51,145.0,2.0,False,GOOD,1954.0,NON_FLOOD_ZONE
3800,APARTMENT,APARTMENT,165000,New Price,2,70.0,,False,False,0,0,,,False,,1972.0,POSSIBLE_FLOOD_ZONE
3350,HOUSE,HOUSE,138000,New Classified,2,101.0,,False,False,0,0,540.0,,False,,,POSSIBLE_FLOOD_ZONE
3440,HOUSE,EXCEPTIONAL_PROPERTY,585000,New Classified,4,225.0,INSTALLED,False,False,0,0,851.0,,False,AS_NEW,1933.0,POSSIBLE_FLOOD_ZONE
3500,HOUSE,HOUSE,350000,New Classified,4,190.0,,False,False,0,0,815.0,,False,,1983.0,NON_FLOOD_ZONE
3800,HOUSE,HOUSE,345000,New Classified,3,218.0,,False,False,0,0,883.0,,False,,1934.0,POSSIBLE_FLOOD_ZONE
3400,HOUSE,APARTMENT_BLOCK,750000,New Classified,0,,,False,False,0,0,0.0,,False,,2006.0,POSSIBLE_FLOOD_ZONE
3800,HOUSE,HOUSE,449000,New Classified,5,220.0,INSTALLED,False,False,0,0,0.0,,False,GOOD,1992.0,NON_FLOOD_ZONE
3440,HOUSE,HOUSE,130000,New Classified,0,,,False,False,0,0,50.0,,False,TO_RENOVATE,1918.0,POSSIBLE_FLOOD_ZONE
3300,HOUSE,APARTMENT_BLOCK,270000,New Classified,0,,,False,False,0,0,0.0,,False,TO_RENOVATE,1934.0,NON_FLOOD_ZONE
3800,HOUSE,HOUSE,160000,New Classified,0,,,False,False,0,0,0.0,,False,TO_RENOVATE,1899.0,NON_FLOOD_ZONE
3890,HOUSE,HOUSE,265000,New Classified,0,,,False,False,0,0,990.0,,False,,1934.0,NON_FLOOD_ZONE
3800,HOUSE,HOUSE,265000,New Classified,3,129.0,,False,False,0,0,150.0,,False,,1957.0,NON_FLOOD_ZONE
2100,APARTMENT,APARTMENT,179000,New Classified,2,71.0,SEMI_EQUIPPED,False,False,0,0,,2.0,False,GOOD,1938.0,POSSIBLE_FLOOD_ZONE
7334,HOUSE,HOUSE,357000,New Classified,3,160.0,,False,False,0,0,226.0,,False,GOOD,2022.0,
2650,APARTMENT,APARTMENT,386346,Newly Built,1,80.0,,False,False,9,1000,,,False,,2024.0,NON_FLOOD_ZONE
7334,HOUSE,HOUSE,351000,New Classified,3,157.0,,False,False,0,0,227.0,,False,GOOD,2022.0,
8430,APARTMENT,APARTMENT,310000,New Classified,1,53.0,SEMI_EQUIPPED,True,False,0,0,,2.0,False,GOOD,1985.0,
7334,HOUSE,HOUSE,351000,New Classified,3,157.0,,False,False,0,0,227.0,,False,GOOD,2022.0,
7334,HOUSE,HOUSE,348000,New Classified,3,156.0,,False,False,0,0,223.0,,False,GOOD,2022.0,
7020,HOUSE,MIXED_USE_BUILDING,270000,,3,300.0,,False,False,0,0,0.0,,False,,,
7070,HOUSE,VILLA,550000,New Classified,3,315.0,HYPER_EQUIPPED,False,True,16,3500,2300.0,4.0,False,AS_NEW,1997.0,
8620,APARTMENT,APARTMENT,295000,New Classified,1,40.0,,False,False,0,0,,2.0,False,,,NON_FLOOD_ZONE
9160,HOUSE,HOUSE,210000,New Classified,4,,,False,False,0,0,538.0,,False,TO_RENOVATE,1953.0,NON_FLOOD_ZONE
9160,HOUSE,HOUSE,299000,New Classified,3,,,False,False,0,0,154.0,,False,GOOD,1966.0,NON_FLOOD_ZONE
9200,HOUSE,HOUSE,199000,New Classified,3,,,False,False,0,0,135.0,,False,TO_RENOVATE,1968.0,NON_FLOOD_ZONE
4000,HOUSE,HOUSE,225000,New Classified,4,130.0,SEMI_EQUIPPED,False,False,16,0,0.0,2.0,False,GOOD,1918.0,NON_FLOOD_ZONE
6140,HOUSE,HOUSE,119000,New Classified,3,128.0,,False,False,1,1,341.0,3.0,False,,,
6950,APARTMENT,FLAT_STUDIO,107000,New Classified,1,41.0,,False,True,6,0,,,False,GOOD,,NON_FLOOD_ZONE
1050,APARTMENT,APARTMENT,349000,,2,85.0,INSTALLED,False,False,0,0,,3.0,False,AS_NEW,1958.0,
1190,APARTMENT,APARTMENT,220000,New Classified,2,86.0,INSTALLED,False,False,4,0,,2.0,False,,1960.0,
2800,HOUSE,HOUSE,265000,New Classified,2,105.0,SEMI_EQUIPPED,False,False,20,65,115.0,2.0,False,TO_RENOVATE,,NON_FLOOD_ZONE
2800,HOUSE,HOUSE,319000,New Classified,3,132.0,SEMI_EQUIPPED,False,False,20,105,239.0,2.0,False,TO_RENOVATE,1954.0,NON_FLOOD_ZONE
6950,HOUSE,HOUSE,249000,New Classified,3,120.0,INSTALLED,False,False,15,100,320.0,2.0,False,JUST_RENOVATED,1950.0,NON_FLOOD_ZONE
1300,HOUSE,APARTMENT_BLOCK,645000,New Classified,4,173.0,INSTALLED,False,False,30,200,299.0,3.0,False,GOOD,1986.0,NON_FLOOD_ZONE
9600,HOUSE,HOUSE,195000,New Classified,2,154.0,INSTALLED,False,False,18,116,206.0,2.0,False,JUST_RENOVATED,1950.0,NON_FLOOD_ZONE
4032,HOUSE,HOUSE,190000,New Classified,2,90.0,SEMI_EQUIPPED,False,False,0,110,170.0,2.0,False,TO_BE_DONE_UP,1918.0,POSSIBLE_FLOOD_ZONE
4400,HOUSE,HOUSE,279000,New Classified,3,130.0,INSTALLED,False,False,40,440,759.0,3.0,False,JUST_RENOVATED,1954.0,
4460,HOUSE,HOUSE,378000,New Classified,3,240.0,SEMI_EQUIPPED,False,False,0,1184,1660.0,4.0,False,TO_BE_DONE_UP,1973.0,
2140,HOUSE,HOUSE,439000,New Classified,3,167.0,HYPER_EQUIPPED,False,False,5,19,80.0,2.0,False,JUST_RENOVATED,2022.0,POSSIBLE_FLOOD_ZONE
5377,HOUSE,HOUSE,229000,New Classified,4,247.0,NOT_INSTALLED,False,False,30,740,740.0,4.0,False,TO_BE_DONE_UP,1900.0,NON_FLOOD_ZONE
4860,HOUSE,TOWN_HOUSE,249000,New Classified,3,156.0,INSTALLED,False,False,0,20,219.0,2.0,False,AS_NEW,1975.0,NON_FLOOD_ZONE
5377,HOUSE,HOUSE,285000,New Classified,4,212.0,INSTALLED,False,True,20,731,731.0,4.0,False,GOOD,1960.0,NON_FLOOD_ZONE
4053,HOUSE,HOUSE,950000,New Classified,5,390.0,INSTALLED,False,False,0,1059,1059.0,4.0,True,AS_NEW,1975.0,NON_FLOOD_ZONE
2620,HOUSE,HOUSE,239000,New Classified,2,98.0,INSTALLED,False,False,0,24,97.0,2.0,False,AS_NEW,1930.0,NON_FLOOD_ZONE
2610,HOUSE,HOUSE,319000,New Classified,2,117.0,,False,False,0,90,153.0,2.0,False,TO_BE_DONE_UP,1931.0,NON_FLOOD_ZONE
1861,HOUSE,HOUSE,1100000,New Classified,4,350.0,NOT_INSTALLED,False,False,0,2100,2500.0,4.0,False,GOOD,1977.0,NON_FLOOD_ZONE
6920,HOUSE,COUNTRY_COTTAGE,230000,New Classified,2,100.0,,False,False,0,1900,2510.0,4.0,False,TO_RENOVATE,1850.0,NON_FLOOD_ZONE
2870,HOUSE,HOUSE,294000,New Classified,3,148.0,SEMI_EQUIPPED,False,False,11,51,145.0,2.0,False,GOOD,1954.0,NON_FLOOD_ZONE
3800,APARTMENT,APARTMENT,165000,New Price,2,70.0,,False,False,0,0,,,False,,1972.0,POSSIBLE_FLOOD_ZONE
3350,HOUSE,HOUSE,138000,New Classified,2,101.0,,False,False,0,0,540.0,,False,,,POSSIBLE_FLOOD_ZONE
3440,HOUSE,EXCEPTIONAL_PROPERTY,585000,New Classified,4,225.0,INSTALLED,False,False,0,0,851.0,,False,AS_NEW,1933.0,POSSIBLE_FLOOD_ZONE
3500,HOUSE,HOUSE,350000,New Classified,4,190.0,,False,False,0,0,815.0,,False,,1983.0,NON_FLOOD_ZONE
3800,HOUSE,HOUSE,345000,New Classified,3,218.0,,False,False,0,0,883.0,,False,,1934.0,POSSIBLE_FLOOD_ZONE
3400,HOUSE,APARTMENT_BLOCK,750000,New Classified,0,,,False,False,0,0,0.0,,False,,2006.0,POSSIBLE_FLOOD_ZONE
3800,HOUSE,HOUSE,449000,New Classified,5,220.0,INSTALLED,False,False,0,0,0.0,,False,GOOD,1992.0,NON_FLOOD_ZONE
3440,HOUSE,HOUSE,130000,New Classified,0,,,False,False,0,0,50.0,,False,TO_RENOVATE,1918.0,POSSIBLE_FLOOD_ZONE
3300,HOUSE,APARTMENT_BLOCK,270000,New Classified,0,,,False,False,0,0,0.0,,False,TO_RENOVATE,1934.0,NON_FLOOD_ZONE
3800,HOUSE,HOUSE,160000,New Classified,0,,,False,False,0,0,0.0,,False,TO_RENOVATE,1899.0,NON_FLOOD_ZONE
3890,HOUSE,HOUSE,265000,New Classified,0,,,False,False,0,0,990.0,,False,,1934.0,NON_FLOOD_ZONE
3800,HOUSE,HOUSE,265000,New Classified,3,129.0,,False,False,0,0,150.0,,False,,1957.0,NON_FLOOD_ZONE
2100,APARTMENT,APARTMENT,179000,New Classified,2,71.0,SEMI_EQUIPPED,False,False,0,0,,2.0,False,GOOD,1938.0,POSSIBLE_FLOOD_ZONE
7334,HOUSE,HOUSE,357000,New Classified,3,160.0,,False,False,0,0,226.0,,False,GOOD,2022.0,
2650,APARTMENT,APARTMENT,386346,Newly Built,1,80.0,,False,False,9,1000,,,False,,2024.0,NON_FLOOD_ZONE
7334,HOUSE,HOUSE,351000,New Classified,3,157.0,,False,False,0,0,227.0,,False,GOOD,2022.0,
8430,APARTMENT,APARTMENT,310000,New Classified,1,53.0,SEMI_EQUIPPED,True,False,0,0,,2.0,False,GOOD,1985.0,
7334,HOUSE,HOUSE,351000,New Classified,3,157.0,,False,False,0,0,227.0,,False,GOOD,2022.0,
7334,HOUSE,HOUSE,348000,New Classified,3,156.0,,False,False,0,0,223.0,,False,GOOD,2022.0,
7020,HOUSE,MIXED_USE_BUILDING,270000,,3,300.0,,False,False,0,0,0.0,,False,,,
7070,HOUSE,VILLA,550000,New Classified,3,315.0,HYPER_EQUIPPED,False,True,16,3500,2300.0,4.0,False,AS_NEW,1997.0,
8620,APARTMENT,APARTMENT,295000,New Classified,1,40.0,,False,False,0,0,,2.0,False,,,NON_FLOOD_ZONE
9160,HOUSE,HOUSE,210000,New Classified,4,,,False,False,0,0,538.0,,False,TO_RENOVATE,1953.0,NON_FLOOD_ZONE
9160,HOUSE,HOUSE,299000,New Classified,3,,,False,False,0,0,154.0,,False,GOOD,1966.0,NON_FLOOD_ZONE
9200,HOUSE,HOUSE,199000,New Classified,3,,,False,False,0,0,135.0,,False,TO_RENOVATE,1968.0,NON_FLOOD_ZONE
